Date,1_to_2,2_to_1,2_to_3,3_to_2,3_to_4,4_to_3,4_to_5,5_to_4,5_to_8,5_to_30,6_to_7,6_to_30,7_to_6,7_to_8,7_to_11,8_to_5,8_to_7,8_to_9,8_to_12,9_to_8,9_to_10,10_to_9,10_to_11,11_to_7,11_to_10,11_to_24,12_to_8,12_to_13,12_to_14,13_to_12,13_to_14,13_to_16,14_to_12,14_to_13,14_to_16,14_to_17,15_to_17,16_to_13,16_to_14,16_to_19,17_to_14,17_to_15,17_to_18,18_to_17,18_to_19,18_to_20,19_to_16,19_to_18,19_to_20,20_to_18,20_to_19,20_to_22,21_to_22,21_to_27,22_to_20,22_to_21,22_to_23,22_to_24,23_to_22,24_to_11,24_to_22,24_to_25,25_to_24,26_to_27,26_to_28,27_to_21,27_to_26,27_to_30,28_to_26,28_to_29,28_to_31,29_to_28,30_to_5,30_to_6,30_to_27,30_to_31,31_to_28,31_to_30,31_to_32,32_to_31,32_to_33,32_to_34,33_to_32,34_to_32
2022-08-30 16:15:00,10,14,35,27,16,24,11,16,12,7.0,35.0,61.0,26.0,4,28.0,6,6,14,10.0,25,18.0,16.0,32.0,9,33,105,7,21,20,27,9,15.0,20,13,17,26,28,9,17,1,28,24,26,28,9.0,17,8.0,19,18,15,9.0,22.0,14,14,7,11.0,34,21,26,122,25,65,45,7.0,8.0,11,11,33,5,13,10,9,9.0,29,35,134,12.0,79,93,71,9,39,18.0,25
2022-08-30 16:30:00,13,6,38,33,41,35,25,20,8,4.0,22.0,31.0,13.0,12,28.0,12,10,31,10.0,20,14.0,12.0,10.0,10,42,92,12,16,14,22,11,10.0,12,10,10,23,13,9,10,8,36,28,16,17,12.0,16,4.0,19,13,18,8.0,10.0,8,12,12,11.0,32,24,29,64,16,55,56,10.0,13.0,12,9,38,16,18,10,10,3.0,47,28,129,12.0,76,107,93,20,36,12.0,33
2022-08-30 16:45:00,16,6,54,18,44,31,23,11,23,13.0,12.0,30.0,13.0,5,20.0,12,12,21,18.0,26,14.0,13.0,13.0,10,66,100,3,24,22,21,10,10.0,10,12,12,14,9,11,15,4,18,17,19,23,8.0,12,4.0,9,11,10,6.0,20.0,9,6,13,5.0,26,14,26,123,19,55,36,13.0,11.0,11,16,33,17,16,14,22,7.0,29,19,129,22.0,108,128,137,12,51,11.0,47
2022-08-30 17:00:00,14,12,75,24,62,25,40,11,29,17.0,19.0,31.0,6.0,7,14.0,13,13,41,14.0,29,18.0,20.0,14.0,14,58,98,6,13,24,36,7,12.0,11,10,12,12,17,16,15,8,29,10,15,14,9.0,15,7.0,8,11,23,8.0,15.0,14,5,11,5.0,23,21,35,124,14,59,56,13.0,15.0,20,14,25,22,19,10,23,8.0,14,50,100,23.0,134,134,133,13,53,10.0,55
2022-08-30 17:15:00,19,13,71,23,70,33,34,25,27,18.0,8.0,39.0,10.0,21,15.0,7,8,33,20.0,24,31.0,15.0,22.0,15,34,105,11,23,31,27,7,11.0,19,12,16,33,19,16,11,2,24,27,26,26,7.0,17,5.0,14,16,17,12.0,23.0,10,7,18,6.0,19,14,27,82,19,60,46,7.0,11.0,25,14,25,25,21,7,21,6.0,25,47,116,27.0,121,131,141,11,64,14.0,63
2022-08-30 17:30:00,23,8,109,23,98,29,58,14,35,28.0,11.0,35.0,7.0,7,8.0,17,10,47,21.0,13,21.0,10.0,12.0,16,41,106,11,25,27,34,15,14.0,14,6,22,27,27,10,12,2,24,16,29,17,11.0,16,8.0,11,13,15,9.0,16.0,20,8,21,6.0,38,15,38,98,31,64,46,11.0,13.0,26,13,51,26,28,14,28,12.0,28,49,115,15.0,113,95,143,17,48,12.0,77
2022-08-30 17:45:00,42,15,177,38,135,37,91,15,57,38.0,15.0,23.0,8.0,5,12.0,9,9,31,37.0,34,31.0,14.0,18.0,15,51,104,12,33,39,30,18,17.0,17,12,23,24,21,9,20,10,28,24,14,20,10.0,17,11.0,7,10,18,15.0,25.0,19,4,21,10.0,33,14,39,110,29,67,66,11.0,9.0,31,19,35,26,23,12,31,6.0,28,48,89,20.0,148,81,193,8,40,13.0,85
2022-08-30 18:00:00,29,13,159,30,117,31,89,16,58,33.0,5.0,41.0,22.0,14,8.0,10,6,29,38.0,30,25.0,14.0,9.0,14,62,62,15,28,38,19,24,16.0,13,12,17,30,22,28,15,4,14,18,17,30,15.0,32,6.0,13,18,24,9.0,15.0,13,14,28,8.0,19,15,31,100,28,35,58,17.0,21.0,24,18,25,33,21,14,59,8.0,27,39,84,28.0,127,80,182,17,46,14.0,73
2022-08-30 18:15:00,26,8,129,34,101,32,84,18,58,35.0,13.0,35.0,10.0,11,11.0,17,12,30,34.0,32,25.0,23.0,20.0,15,53,85,6,23,30,22,16,19.0,13,12,23,34,22,11,14,6,25,19,24,28,7.0,14,9.0,5,14,20,18.0,17.0,19,12,19,5.0,25,17,42,113,17,45,43,17.0,16.0,28,11,41,28,24,15,25,6.0,22,31,100,14.0,109,82,163,16,29,10.0,60
2022-08-30 18:30:00,16,13,131,44,111,30,87,13,60,39.0,12.0,26.0,14.0,8,9.0,6,7,27,24.0,33,23.0,17.0,16.0,9,52,92,17,28,31,24,15,14.0,16,9,18,16,17,23,20,14,27,18,18,17,10.0,24,13.0,9,19,16,7.0,21.0,18,10,25,9.0,29,17,32,96,20,45,64,18.0,17.0,30,10,36,27,23,14,38,9.0,24,34,74,17.0,118,78,140,11,35,8.0,66
2022-08-30 18:45:00,21,10,100,38,73,28,49,13,33,23.0,9.0,29.0,12.0,6,9.0,14,10,24,31.0,32,28.0,19.0,8.0,10,41,65,12,27,26,25,17,24.0,18,12,21,24,22,20,17,8,20,18,31,9,5.0,14,6.0,0,12,15,8.0,16.0,12,13,11,6.0,34,13,35,124,24,31,44,17.0,11.0,19,13,48,23,19,8,32,8.0,22,38,72,14.0,86,72,116,16,21,16.0,48
2022-08-30 19:00:00,18,6,100,34,72,32,49,16,29,29.0,3.0,25.0,9.0,7,5.0,4,5,32,23.0,13,20.0,12.0,21.0,8,27,60,6,28,34,27,21,22.0,13,8,15,24,17,11,13,5,19,15,19,14,11.0,16,4.0,6,11,17,6.0,14.0,10,5,13,3.0,31,11,27,69,20,27,52,14.0,15.0,20,15,28,25,17,10,26,5.0,27,29,85,13.0,96,81,101,7,30,5.0,48
2022-08-30 19:15:00,22,19,86,27,63,29,37,10,26,23.0,9.0,33.0,10.0,8,10.0,5,8,17,10.0,17,21.0,12.0,10.0,7,25,89,8,22,20,18,11,12.0,15,6,11,16,8,11,6,5,20,17,16,7,3.0,17,6.0,5,10,5,13.0,22.0,17,4,17,8.0,30,7,26,76,15,39,39,14.0,15.0,14,13,25,26,9,8,19,9.0,19,32,62,8.0,73,53,104,7,21,9.0,39
2022-08-30 19:30:00,13,13,94,22,65,15,33,8,28,22.0,10.0,31.0,12.0,7,7.0,7,6,24,22.0,18,20.0,10.0,2.0,7,30,34,9,30,26,21,15,19.0,12,9,9,20,26,15,13,7,20,13,18,8,8.0,14,6.0,5,7,12,5.0,10.0,10,6,13,9.0,26,12,34,61,14,37,32,9.0,25.0,20,13,23,26,7,4,14,8.0,17,30,71,9.0,72,73,88,10,19,5.0,40
2022-08-30 19:45:00,14,11,96,30,58,25,41,10,20,17.0,5.0,15.0,12.0,11,13.0,4,3,22,24.0,19,18.0,13.0,9.0,6,16,38,4,26,28,21,12,18.0,17,14,13,13,16,18,14,4,11,22,13,13,5.0,9,6.0,5,6,9,6.0,8.0,6,12,15,5.0,21,8,23,64,21,23,35,13.0,9.0,12,15,25,13,12,9,11,3.0,17,38,48,10.0,77,51,80,4,18,6.0,24
2022-08-30 20:00:00,18,10,87,23,50,23,33,12,28,15.0,7.0,16.0,7.0,7,9.0,11,3,24,24.0,14,22.0,13.0,17.0,7,38,66,10,21,26,24,16,21.0,6,8,11,13,10,10,12,6,10,12,11,17,6.0,12,5.0,5,8,10,7.0,16.0,12,5,18,5.0,26,12,29,51,11,28,33,13.0,11.0,19,18,15,23,10,5,13,5.0,14,21,71,5.0,79,75,94,9,18,5.0,37
2022-08-30 20:15:00,13,8,48,17,43,24,18,11,20,9.0,9.0,12.0,9.0,2,6.0,3,3,9,15.0,11,16.0,9.0,1.0,12,30,62,12,24,18,26,13,16.0,16,5,16,13,13,13,16,5,15,12,21,15,4.0,8,4.0,6,5,18,11.0,12.0,7,6,5,3.0,19,13,21,57,12,27,26,12.0,11.0,9,19,24,17,11,3,15,7.0,15,16,73,6.0,62,62,75,6,32,7.0,48
2022-08-30 20:30:00,12,12,45,22,30,22,15,13,11,10.0,9.0,9.0,14.0,4,6.0,11,6,14,12.0,18,17.0,15.0,17.0,12,25,36,10,36,18,22,9,17.0,10,11,9,16,7,13,12,3,16,13,13,8,6.0,13,3.0,2,11,3,4.0,8.0,7,4,9,4.0,10,10,21,70,6,30,31,4.0,9.0,15,17,26,12,13,7,11,7.0,11,18,64,5.0,44,54,63,8,28,9.0,28
2022-08-30 20:45:00,9,8,36,32,26,18,20,9,9,6.0,10.0,23.0,8.0,6,5.0,8,3,13,17.0,18,17.0,9.0,4.0,10,15,65,16,13,26,28,18,10.0,13,11,9,16,16,10,12,7,18,19,16,12,5.0,18,3.0,6,12,11,10.0,16.0,6,6,16,12.0,19,14,16,41,13,36,22,8.0,8.0,10,8,25,10,10,5,11,6.0,13,17,73,2.0,68,58,66,12,20,8.0,31
2022-08-30 21:00:00,6,11,38,23,32,23,10,8,7,4.0,10.0,20.0,12.0,6,4.0,7,5,15,15.0,14,15.0,9.0,4.0,12,39,40,13,24,20,20,12,10.0,9,12,21,20,15,8,15,6,18,11,22,9,5.0,14,4.0,5,13,9,3.0,7.0,11,9,18,7.0,13,12,21,74,10,34,45,10.0,10.0,13,11,11,15,12,6,17,4.0,14,16,74,5.0,54,71,63,8,28,3.0,22
2022-08-30 21:15:00,11,5,29,13,17,15,12,9,11,4.0,11.0,13.0,9.0,5,0.0,9,5,17,3.0,10,15.0,8.0,6.0,8,21,104,8,16,18,14,7,8.0,8,1,9,17,5,8,14,3,10,10,10,6,6.0,8,4.0,6,11,7,6.0,7.0,13,4,6,8.0,21,14,12,42,9,53,31,13.0,12.0,8,10,21,9,7,1,12,3.0,8,16,72,6.0,47,78,63,5,29,3.0,34
2022-08-30 21:30:00,6,8,26,17,17,10,3,6,6,3.0,1.0,13.0,8.0,5,4.0,8,6,21,2.0,11,11.0,8.0,4.0,11,22,36,5,21,14,16,12,12.0,3,4,4,13,10,6,14,4,5,14,5,14,4.0,5,5.0,7,9,12,8.0,7.0,5,3,20,8.0,19,13,15,51,7,40,26,7.0,12.0,7,10,15,11,9,4,8,4.0,8,5,54,8.0,43,62,42,11,18,4.0,18
2022-08-30 21:45:00,7,6,28,20,23,17,11,7,8,3.0,7.0,8.0,3.0,2,5.0,5,1,12,9.0,9,8.0,9.0,5.0,8,22,46,4,15,12,20,10,8.0,4,5,9,9,4,15,10,4,3,4,12,9,2.0,7,3.0,7,1,6,5.0,11.0,3,6,8,6.0,13,7,12,40,2,21,12,12.0,18.0,5,8,11,7,13,4,7,1.0,5,11,51,8.0,28,51,41,10,25,7.0,26
2022-08-30 22:00:00,2,4,12,7,15,10,7,6,5,6.0,3.0,7.0,5.0,3,4.0,7,1,11,4.0,9,10.0,5.0,11.0,7,23,51,4,8,9,10,6,12.0,7,3,11,7,6,5,7,3,5,7,4,4,2.0,8,2.0,3,5,5,0.0,8.0,7,2,9,6.0,5,5,5,40,7,37,10,5.0,5.0,4,4,12,12,9,1,8,2.0,5,10,50,5.0,33,42,40,4,19,2.0,16
2022-08-30 22:15:00,7,5,19,13,15,14,3,5,0,0.0,1.0,5.0,2.0,6,5.0,6,1,7,7.0,3,9.0,4.0,4.0,3,5,16,3,10,9,13,8,8.0,5,5,8,5,5,8,9,0,5,3,3,4,4.0,3,2.0,2,1,9,2.0,4.0,5,2,3,1.0,7,5,9,16,4,23,17,5.0,7.0,5,8,6,8,3,2,6,3.0,5,6,37,1.0,20,31,31,6,9,3.0,11
2022-08-30 22:30:00,7,3,10,8,3,7,3,5,5,2.0,3.0,4.0,4.0,2,1.0,4,3,4,3.0,7,6.0,6.0,4.0,2,1,13,2,3,13,12,8,3.0,11,7,4,10,5,4,8,3,9,5,8,5,4.0,6,1.0,2,0,1,0.0,1.0,3,0,2,5.0,3,4,4,13,2,9,11,7.0,4.0,3,7,5,2,7,1,4,0.0,0,4,30,1.0,16,24,16,1,11,1.0,5
2022-08-30 22:45:00,7,4,10,11,2,3,2,1,1,2.0,1.0,3.0,2.0,0,3.0,3,2,1,3.0,4,1.0,1.0,5.0,9,9,32,3,7,4,9,6,3.0,7,4,2,10,6,5,3,2,6,3,4,4,2.0,3,0.0,1,3,7,3.0,2.0,2,3,6,6.0,11,4,9,20,4,10,6,6.0,7.0,5,3,6,2,2,4,6,2.0,2,6,11,2.0,18,19,17,1,8,0.0,6
2022-08-30 23:00:00,0,4,11,8,9,8,4,2,3,0.0,1.0,4.0,1.0,2,0.0,0,2,5,4.0,6,6.0,1.0,1.0,1,3,4,4,4,6,7,2,3.0,5,3,4,6,3,7,5,1,4,2,1,2,0.0,2,3.0,0,2,3,2.0,2.0,3,2,3,2.0,6,4,7,10,4,11,11,3.0,2.0,2,2,2,6,5,1,5,0.0,0,2,14,2.0,12,15,20,2,6,1.0,11
2022-08-30 23:15:00,3,5,11,7,4,7,2,2,3,2.0,3.0,3.0,2.0,3,2.0,2,2,5,1.0,2,1.0,2.0,1.0,1,5,8,4,6,8,5,4,8.0,7,3,2,5,3,4,2,2,2,8,4,3,2.0,2,1.0,2,2,2,1.0,3.0,4,1,4,2.0,2,0,2,21,1,4,4,1.0,2.0,7,3,8,6,6,4,3,0.0,1,3,18,2.0,17,13,14,2,8,3.0,2
2022-08-30 23:30:00,0,2,4,9,4,3,0,4,2,0.0,2.0,1.0,2.0,1,2.0,3,2,4,0.0,2,3.0,2.0,1.0,0,2,6,2,6,6,5,7,3.0,4,6,4,6,2,5,6,1,6,2,3,1,0.0,5,1.0,0,5,3,0.0,0.0,0,2,3,3.0,7,1,4,11,2,4,5,3.0,3.0,3,2,3,3,3,0,3,3.0,1,4,11,1.0,9,11,18,0,6,1.0,10
2022-08-30 23:45:00,2,1,4,4,3,7,1,4,2,0.0,1.0,4.0,1.0,3,3.0,1,2,3,2.0,1,1.0,2.0,0.0,2,2,2,1,2,4,3,5,5.0,2,4,2,4,1,4,10,1,3,4,3,1,1.0,9,2.0,1,0,3,0.0,2.0,3,1,2,2.0,3,2,6,7,2,3,1,2.0,2.0,0,3,4,1,4,1,3,1.0,1,2,13,1.0,8,6,7,1,5,1.0,2
2022-08-31 00:00:00,1,3,4,4,1,3,2,0,0,0.0,0.0,0.0,0.0,1,0.0,2,1,0,1.0,4,2.0,2.0,0.0,0,3,5,0,5,4,3,4,5.0,4,2,5,7,2,1,7,2,1,3,2,5,1.0,4,3.0,4,1,2,0.0,5.0,3,3,3,2.0,4,2,3,10,3,4,3,3.0,0.0,0,1,4,2,3,1,2,0.0,0,3,12,0.0,9,11,6,2,4,1.0,5
2022-08-31 00:15:00,2,1,3,1,5,2,2,1,6,0.0,3.0,0.0,0.0,0,1.0,1,4,3,1.0,1,1.0,1.0,0.0,2,1,2,2,2,1,4,5,2.0,1,3,2,4,1,2,3,0,7,3,1,2,1.0,0,0.0,0,1,2,4.0,1.0,0,0,1,1.0,0,1,4,1,1,5,5,1.0,2.0,0,3,2,0,4,1,4,4.0,4,6,12,0.0,15,4,8,0,3,1.0,4
2022-08-31 00:30:00,1,0,2,0,3,2,1,1,0,0.0,1.0,1.0,1.0,1,2.0,2,1,4,1.0,2,2.0,0.0,0.0,1,0,2,2,2,3,7,3,5.0,3,8,2,6,2,3,1,1,3,3,4,1,2.0,3,0.0,1,2,3,1.0,1.0,0,0,3,3.0,0,4,4,1,5,2,2,1.0,0.0,1,2,1,0,1,0,0,1.0,4,0,5,0.0,5,5,10,2,1,0.0,3
2022-08-31 00:45:00,2,1,3,1,1,1,0,2,1,0.0,0.0,1.0,0.0,1,1.0,1,0,0,0.0,1,4.0,0.0,0.0,0,1,4,1,4,3,5,2,5.0,5,0,2,3,6,1,3,0,0,2,2,3,0.0,0,1.0,2,2,1,2.0,2.0,1,0,1,0.0,2,2,2,0,0,3,5,2.0,3.0,0,1,0,1,3,0,0,0.0,0,1,8,0.0,3,6,10,2,1,1.0,5
2022-08-31 01:00:00,0,2,5,3,4,0,0,0,2,0.0,0.0,2.0,0.0,0,1.0,0,1,0,0.0,0,2.0,0.0,0.0,0,1,2,2,6,4,4,7,5.0,3,0,0,5,1,2,2,0,4,0,1,0,1.0,2,2.0,2,1,4,0.0,0.0,3,0,1,0.0,1,2,1,1,2,2,0,3.0,0.0,0,4,0,1,1,0,0,0.0,1,1,4,0.0,4,4,4,1,0,1.0,3
2022-08-31 01:15:00,1,1,4,1,3,1,1,0,1,1.0,0.0,1.0,0.0,0,0.0,0,0,0,2.0,1,1.0,2.0,0.0,1,0,3,1,2,4,2,2,0.0,5,2,2,3,1,1,4,1,3,3,5,2,1.0,2,2.0,1,2,0,0.0,0.0,0,1,1,1.0,0,0,1,2,2,0,1,2.0,2.0,1,1,2,2,2,0,7,2.0,0,4,3,0.0,1,3,2,1,3,1.0,1
2022-08-31 01:30:00,1,1,3,1,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0.0,1,2,1,2.0,4,2.0,0.0,0.0,0,1,4,0,2,1,2,2,3.0,3,2,4,3,0,1,5,0,1,2,1,1,1.0,5,0.0,0,0,3,0.0,1.0,2,1,2,1.0,1,1,1,1,2,1,2,0.0,0.0,0,1,3,1,3,1,0,0.0,1,0,7,1.0,3,4,3,0,3,0.0,0
2022-08-31 01:45:00,0,2,3,2,2,4,2,0,0,1.0,1.0,2.0,1.0,0,1.0,0,0,1,1.0,0,1.0,1.0,0.0,0,0,2,0,4,1,3,3,1.0,2,1,5,1,1,0,0,2,2,0,0,3,0.0,3,0.0,0,2,1,0.0,0.0,1,1,2,0.0,0,0,2,1,1,3,0,2.0,0.0,0,2,0,0,3,0,1,1.0,0,0,3,0.0,5,5,2,0,2,0.0,0
2022-08-31 02:00:00,0,1,1,1,2,2,0,1,2,0.0,2.0,2.0,0.0,0,0.0,0,1,0,2.0,0,0.0,0.0,1.0,0,0,1,0,2,3,1,0,1.0,0,1,1,1,3,1,1,1,2,3,4,2,2.0,2,0.0,2,1,1,0.0,0.0,0,0,1,0.0,1,1,0,0,0,1,1,0.0,1.0,0,0,1,0,0,0,0,0.0,0,0,4,1.0,1,2,1,0,0,0.0,3
2022-08-31 02:15:00,0,0,2,2,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,2.0,1,0.0,1.0,0.0,1,0,2,0,2,1,2,1,1.0,1,1,2,1,0,1,2,1,2,0,2,0,1.0,2,2.0,0,3,1,0.0,1.0,1,1,1,0.0,0,0,2,0,2,1,1,0.0,2.0,2,1,0,1,1,0,1,0.0,0,2,1,0.0,0,1,1,1,1,1.0,0
2022-08-31 02:30:00,1,0,2,0,1,2,0,0,0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0,0.0,2.0,0.0,0,0,0,1,0,3,1,0,2.0,2,0,2,0,0,2,1,0,1,1,1,2,1.0,1,1.0,0,1,1,0.0,1.0,2,0,1,0.0,0,0,1,0,1,2,1,0.0,0.0,0,0,0,0,1,0,2,0.0,0,0,1,0.0,2,5,1,1,2,0.0,2
2022-08-31 02:45:00,0,0,2,0,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2.0,3,0.0,0.0,0.0,1,0,1,2,0,2,0,2,0.0,3,0,1,2,0,0,2,0,3,0,0,0,1.0,3,0.0,1,0,1,0.0,0.0,1,0,3,2.0,1,0,0,0,0,1,1,0.0,0.0,0,0,2,0,1,0,2,0.0,0,1,3,0.0,1,2,4,0,0,2.0,2
2022-08-31 03:00:00,0,0,1,0,1,2,0,0,0,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,1,1.0,0.0,0.0,0,1,1,3,2,1,0,0,0.0,0,0,2,0,2,1,1,1,1,6,0,0,0.0,1,2.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0,1,4,0,0,2,0.0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1,3,1,0,0.0,1
2022-08-31 03:15:00,0,0,1,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0,0.0,0,0,4,1.0,0,0.0,1.0,0.0,0,0,2,1,1,1,2,0,0.0,1,1,2,2,0,0,1,2,4,2,0,1,0.0,2,1.0,3,2,2,1.0,0.0,0,1,0,0.0,3,0,1,0,1,1,1,1.0,0.0,1,1,2,0,2,1,0,0.0,0,0,3,0.0,1,3,3,3,1,0.0,2
2022-08-31 03:30:00,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,0.0,1,0.0,1.0,0.0,0,1,1,0,1,0,1,0,0.0,1,1,1,0,2,0,3,0,0,0,1,2,1.0,0,0.0,1,0,0,0.0,0.0,0,1,0,0.0,1,0,0,3,0,2,2,1.0,0.0,1,2,2,0,1,0,0,0.0,0,2,3,1.0,5,4,7,2,2,1.0,1
2022-08-31 03:45:00,0,0,0,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1.0,1,0.0,0.0,0.0,0,0,2,0,1,1,1,1,0.0,1,1,1,0,1,0,1,0,1,1,0,1,0.0,1,0.0,0,1,0,0.0,1.0,2,1,0,3.0,0,0,1,0,0,2,2,2.0,0.0,1,1,1,0,1,0,3,1.0,0,2,1,0.0,0,2,2,0,1,0.0,0
2022-08-31 04:00:00,4,1,1,0,1,2,0,0,0,0.0,1.0,1.0,0.0,1,0.0,0,0,1,0.0,0,2.0,0.0,2.0,0,0,2,0,0,4,1,0,3.0,0,1,3,3,2,1,2,2,0,2,0,0,1.0,1,1.0,1,0,0,0.0,0.0,0,1,1,1.0,1,0,0,1,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0.0,0,0,5,0.0,1,3,0,0,2,0.0,0
2022-08-31 04:15:00,1,0,3,2,2,1,1,0,1,0.0,1.0,2.0,0.0,0,0.0,0,1,0,0.0,2,1.0,0.0,0.0,0,0,1,0,1,1,2,1,2.0,1,0,0,0,1,0,0,1,1,1,1,0,0.0,0,0.0,0,1,1,0.0,0.0,0,1,0,0.0,1,0,0,1,0,0,2,0.0,0.0,0,1,1,1,2,0,1,0.0,1,1,2,0.0,2,0,2,0,1,1.0,0
2022-08-31 04:30:00,0,1,1,0,0,1,0,2,0,1.0,0.0,1.0,0.0,1,1.0,0,0,0,0.0,2,0.0,1.0,1.0,0,0,4,0,2,0,2,0,2.0,0,0,0,1,1,1,0,1,2,1,1,0,0.0,1,2.0,1,1,1,0.0,1.0,1,1,0,0.0,2,0,1,1,0,1,1,1.0,1.0,0,2,1,0,0,0,2,0.0,1,1,3,0.0,5,4,2,0,0,1.0,0
2022-08-31 04:45:00,0,0,1,1,4,5,2,0,0,0.0,0.0,2.0,1.0,1,0.0,0,0,1,1.0,1,2.0,0.0,0.0,0,0,1,0,0,2,1,1,1.0,1,1,1,1,1,1,0,0,3,0,4,1,1.0,3,0.0,0,0,1,0.0,1.0,0,0,0,0.0,1,0,1,3,0,1,2,0.0,1.0,0,2,1,1,2,1,0,1.0,2,0,6,0.0,2,3,2,1,1,0.0,0
2022-08-31 05:00:00,0,1,4,3,3,5,2,1,0,0.0,2.0,0.0,1.0,0,3.0,1,1,1,0.0,2,2.0,1.0,0.0,0,1,4,1,1,2,1,0,1.0,0,2,1,0,1,1,0,0,1,1,1,2,2.0,5,0.0,0,1,2,1.0,1.0,1,1,1,0.0,1,0,1,2,1,3,1,0.0,0.0,0,0,2,0,5,0,1,2.0,1,0,6,2.0,1,0,7,1,1,0.0,2
2022-08-31 05:15:00,0,1,2,2,5,3,1,9,0,2.0,3.0,2.0,2.0,2,0.0,1,2,1,0.0,0,1.0,4.0,0.0,1,2,1,0,1,0,1,1,0.0,1,0,1,2,2,0,0,0,2,1,2,1,3.0,2,1.0,1,1,1,2.0,2.0,0,0,0,1.0,2,0,1,1,0,1,1,0.0,1.0,0,1,1,1,0,1,1,4.0,3,0,15,0.0,4,9,8,0,1,0.0,0
2022-08-31 05:30:00,0,0,3,9,5,4,5,5,0,6.0,3.0,3.0,6.0,1,2.0,1,3,0,1.0,5,2.0,4.0,0.0,1,1,3,0,0,1,1,0,0.0,0,1,2,0,2,0,1,1,0,3,2,3,0.0,1,1.0,0,2,2,0.0,0.0,0,0,0,0.0,3,0,0,3,1,3,0,0.0,0.0,0,0,3,1,3,2,2,1.0,2,1,6,2.0,0,15,4,2,5,1.0,4
2022-08-31 05:45:00,1,3,9,5,5,9,4,3,2,2.0,3.0,5.0,4.0,0,0.0,1,2,6,2.0,2,0.0,0.0,4.0,3,0,28,2,3,0,1,0,1.0,2,1,2,1,3,1,1,0,1,2,3,1,2.0,0,0.0,2,0,1,1.0,1.0,1,1,1,1.0,1,2,3,5,1,6,2,0.0,0.0,1,1,0,0,3,1,1,3.0,10,5,15,1.0,7,14,8,0,6,0.0,4
2022-08-31 06:00:00,1,0,7,6,10,5,8,9,3,2.0,2.0,5.0,6.0,2,0.0,3,6,1,3.0,5,1.0,4.0,6.0,5,1,21,2,5,1,4,1,1.0,0,1,2,1,4,2,3,2,2,1,4,3,2.0,4,0.0,2,1,4,2.0,3.0,3,5,0,1.0,2,0,2,8,0,6,3,0.0,3.0,1,2,6,5,4,1,3,2.0,5,5,20,1.0,12,33,7,0,7,1.0,4
2022-08-31 06:15:00,4,4,6,18,12,14,2,11,2,3.0,3.0,10.0,7.0,2,1.0,5,4,6,0.0,9,1.0,6.0,1.0,4,15,21,1,3,1,3,3,1.0,4,1,1,2,5,1,3,1,3,3,5,2,2.0,4,2.0,1,2,0,2.0,4.0,3,1,2,4.0,6,1,7,19,1,10,4,4.0,5.0,1,0,5,2,3,5,1,7.0,8,8,29,1.0,11,28,18,2,17,1.0,5
2022-08-31 06:30:00,3,6,2,39,14,27,7,16,3,5.0,9.0,11.0,1.0,2,5.0,11,3,5,1.0,8,3.0,8.0,3.0,9,26,37,8,4,6,2,4,4.0,4,3,5,3,11,4,6,2,5,2,8,3,3.0,5,0.0,1,1,2,2.0,2.0,5,1,2,4.0,4,4,5,36,4,10,11,5.0,4.0,4,3,19,6,6,9,7,4.0,9,5,50,3.0,27,44,32,3,15,1.0,13
2022-08-31 06:45:00,5,10,16,42,14,31,8,21,3,4.0,4.0,23.0,5.0,1,4.0,20,10,1,5.0,31,8.0,19.0,13.0,17,20,78,9,8,7,10,1,2.0,10,3,8,8,18,5,7,3,6,9,21,10,4.0,8,1.0,1,6,1,3.0,8.0,4,5,3,4.0,12,6,9,47,8,40,25,5.0,5.0,6,7,22,12,10,6,15,10.0,30,14,117,6.0,52,73,80,5,33,1.0,34
2022-08-31 07:00:00,4,9,25,65,31,53,17,37,8,6.0,4.0,39.0,19.0,5,6.0,36,8,12,7.0,27,6.0,22.0,20.0,26,27,97,19,9,11,6,8,3.0,10,7,13,12,19,3,2,6,15,7,17,20,9.0,16,2.0,10,4,14,15.0,19.0,9,24,5,6.0,19,7,16,80,9,43,43,13.0,9.0,9,13,52,10,17,14,7,10.0,39,20,113,9.0,86,118,88,14,39,6.0,35
2022-08-31 07:15:00,6,22,28,93,38,68,18,50,6,11.0,12.0,50.0,14.0,6,8.0,41,7,18,6.0,37,10.0,20.0,34.0,23,19,94,13,9,5,6,5,3.0,22,7,6,9,24,4,7,4,17,22,34,19,12.0,30,4.0,6,12,15,11.0,14.0,10,26,8,15.0,24,8,20,52,6,48,45,16.0,11.0,11,13,65,15,17,22,23,18.0,37,25,151,11.0,64,103,68,14,38,9.0,25
