Date,1_to_2,2_to_1,2_to_3,3_to_2,3_to_4,4_to_3,4_to_5,5_to_4,5_to_8,5_to_30,6_to_7,6_to_30,7_to_6,7_to_8,7_to_11,8_to_5,8_to_7,8_to_9,8_to_12,9_to_8,9_to_10,10_to_9,10_to_11,11_to_7,11_to_10,11_to_24,12_to_8,12_to_13,12_to_14,13_to_12,13_to_14,13_to_16,14_to_12,14_to_13,14_to_16,14_to_17,15_to_17,16_to_13,16_to_14,16_to_19,17_to_14,17_to_15,17_to_18,18_to_17,18_to_19,18_to_20,19_to_16,19_to_18,19_to_20,20_to_18,20_to_19,20_to_22,21_to_22,21_to_27,22_to_20,22_to_21,22_to_23,22_to_24,23_to_22,24_to_11,24_to_22,24_to_25,25_to_24,26_to_27,26_to_28,27_to_21,27_to_26,27_to_30,28_to_26,28_to_29,28_to_31,29_to_28,30_to_5,30_to_6,30_to_27,30_to_31,31_to_28,31_to_30,31_to_32,32_to_31,32_to_33,32_to_34,33_to_32,34_to_32
2022-09-10 21:15:00,8,8,18,20,16,8,9,2,2,3.0,3.0,5.0,6.0,3,2.0,3,2,7,7.0,16,4.0,9.0,1.0,8,22,23,7,12,17,13,9,14.0,9,4,11,12,13,12,12,4,6,4,10,9,6.0,6,6.0,7,5,5,3.0,5.0,6,2,10,6.0,23,19,14,60,7,20,31,2.0,5.0,5,4,9,7,8,3,13,8.0,11,3,61,4.0,25,50,35,5,29,2.0,24
2022-09-10 21:30:00,2,9,9,11,4,13,2,9,7,3.0,3.0,8.0,4.0,4,9.0,7,4,9,6.0,13,10.0,4.0,4.0,5,19,40,6,18,13,16,13,10.0,6,2,7,8,8,9,7,5,8,8,10,7,7.0,11,3.0,7,9,5,4.0,11.0,3,6,6,10.0,12,8,6,58,3,24,27,5.0,5.0,4,4,5,12,12,5,9,1.0,6,6,54,6.0,33,46,42,6,22,4.0,25
2022-09-10 21:45:00,4,3,9,11,13,9,8,5,7,2.0,4.0,7.0,2.0,4,4.0,6,1,14,7.0,8,5.0,10.0,23.0,9,23,84,4,10,10,9,3,9.0,9,0,6,10,8,3,6,4,7,5,6,6,7.0,8,2.0,5,8,7,1.0,3.0,6,3,5,3.0,13,17,15,20,12,31,17,7.0,4.0,3,6,7,9,10,2,11,3.0,6,4,35,4.0,34,31,27,3,13,2.0,16
2022-09-10 22:00:00,7,2,16,11,10,10,5,6,5,6.0,2.0,13.0,1.0,0,2.0,5,3,16,8.0,4,7.0,3.0,4.0,14,23,37,3,11,11,9,10,7.0,5,5,8,11,4,9,10,2,9,14,7,5,5.0,6,4.0,8,2,4,3.0,6.0,3,4,9,4.0,18,9,12,90,10,23,28,7.0,11.0,2,5,5,12,9,2,7,3.0,3,12,53,1.0,32,44,38,4,20,3.0,20
2022-09-10 22:15:00,4,2,17,12,12,11,5,6,4,3.0,1.0,7.0,2.0,2,4.0,5,6,9,7.0,14,13.0,9.0,25.0,13,15,77,6,8,10,13,6,12.0,4,10,11,14,5,7,12,2,10,8,4,7,1.0,1,6.0,4,3,3,2.0,5.0,7,3,11,9.0,10,10,12,15,6,21,16,6.0,3.0,1,4,12,13,5,4,7,2.0,8,7,47,0.0,30,36,23,4,18,4.0,14
2022-09-10 22:30:00,1,4,11,9,8,8,4,3,3,2.0,0.0,2.0,3.0,5,2.0,2,2,14,6.0,8,5.0,8.0,7.0,5,1,38,2,7,8,6,8,10.0,5,4,6,6,9,5,11,4,5,7,9,5,3.0,9,3.0,3,6,3,3.0,4.0,1,0,1,2.0,8,6,8,10,6,21,15,4.0,5.0,3,5,6,8,3,4,7,1.0,4,4,21,0.0,31,21,28,3,8,6.0,13
2022-09-10 22:45:00,7,2,7,9,3,7,3,4,1,0.0,2.0,4.0,0.0,1,2.0,4,3,5,5.0,9,7.0,5.0,14.0,8,19,28,6,6,11,7,10,9.0,6,3,2,7,4,6,5,1,5,4,6,7,3.0,5,2.0,2,4,2,3.0,3.0,4,2,4,0.0,12,4,8,54,5,9,16,3.0,3.0,5,2,7,5,5,4,9,3.0,5,9,23,2.0,27,16,22,5,3,3.0,19
2022-09-10 23:00:00,6,2,12,3,11,4,3,1,2,0.0,0.0,3.0,0.0,7,4.0,5,1,10,9.0,7,6.0,3.0,0.0,5,3,51,7,5,8,6,1,7.0,2,2,2,5,8,5,10,1,6,4,9,3,5.0,3,4.0,2,6,4,2.0,2.0,4,6,3,2.0,1,5,4,16,4,12,7,7.0,5.0,6,1,5,4,4,3,6,2.0,0,8,32,1.0,16,12,20,4,3,2.0,10
2022-09-10 23:15:00,3,1,4,5,5,3,1,6,0,0.0,3.0,2.0,5.0,1,2.0,3,3,5,3.0,5,2.0,1.0,1.0,6,7,17,5,4,9,8,0,4.0,7,3,7,10,6,4,4,2,9,3,9,3,2.0,6,3.0,1,4,1,1.0,3.0,4,3,2,3.0,8,5,5,6,6,9,8,3.0,0.0,3,4,2,4,2,2,4,5.0,1,0,22,0.0,15,16,13,0,4,1.0,8
2022-09-10 23:30:00,1,1,4,2,3,7,2,5,0,5.0,3.0,4.0,3.0,2,4.0,8,2,10,2.0,7,5.0,1.0,0.0,4,4,6,4,6,11,6,7,7.0,4,4,9,3,7,10,7,7,7,6,9,1,2.0,8,2.0,3,2,4,2.0,8.0,2,1,1,3.0,2,4,3,13,4,11,11,2.0,1.0,3,3,8,2,5,3,5,0.0,0,5,25,0.0,20,15,21,2,4,0.0,6
2022-09-10 23:45:00,3,2,5,7,3,3,2,3,2,3.0,2.0,2.0,1.0,1,3.0,4,0,5,4.0,6,2.0,0.0,2.0,1,6,9,2,5,9,5,3,5.0,2,7,7,7,5,5,8,4,4,5,5,6,1.0,3,2.0,2,0,5,5.0,4.0,1,2,2,5.0,7,5,5,13,3,12,7,5.0,2.0,4,4,4,5,5,2,5,0.0,2,1,14,3.0,25,14,21,0,6,2.0,6
2022-09-11 00:00:00,5,1,8,5,5,2,3,1,2,1.0,1.0,3.0,1.0,2,1.0,3,4,7,7.0,4,5.0,8.0,2.0,2,2,15,3,4,5,7,1,6.0,5,3,4,6,8,2,6,4,4,2,3,2,1.0,1,1.0,0,4,5,0.0,1.0,1,1,1,2.0,5,3,4,21,3,12,9,3.0,2.0,0,4,5,7,1,1,2,0.0,1,4,8,1.0,18,11,23,2,5,0.0,13
2022-09-11 00:15:00,3,1,6,4,1,0,1,0,0,0.0,3.0,3.0,1.0,1,3.0,4,0,4,3.0,3,3.0,1.0,3.0,3,0,14,5,8,4,5,3,4.0,0,3,6,4,3,2,2,1,4,6,6,5,2.0,1,1.0,0,1,6,1.0,3.0,2,3,5,4.0,2,2,3,6,3,6,8,3.0,0.0,1,1,2,1,1,0,2,0.0,1,1,13,0.0,7,12,11,2,3,0.0,6
2022-09-11 00:30:00,2,0,3,5,2,5,0,4,4,0.0,0.0,0.0,1.0,0,0.0,2,0,7,1.0,3,2.0,3.0,1.0,1,2,4,3,5,2,4,0,2.0,3,1,5,4,5,6,5,1,5,5,6,3,2.0,7,2.0,1,3,2,1.0,3.0,3,0,3,3.0,4,3,3,8,2,2,7,2.0,1.0,3,1,4,2,2,2,2,3.0,2,0,13,3.0,14,9,8,0,5,0.0,5
2022-09-11 00:45:00,0,2,5,4,0,0,2,1,0,2.0,0.0,0.0,0.0,1,1.0,1,1,5,3.0,4,2.0,0.0,2.0,1,1,5,4,2,4,1,2,2.0,1,0,5,4,3,1,2,1,5,2,1,1,0.0,4,2.0,2,0,2,1.0,3.0,1,2,1,0.0,3,1,1,4,2,3,5,1.0,0.0,2,2,2,2,1,0,1,1.0,0,4,11,0.0,13,10,11,0,6,0.0,3
2022-09-11 01:00:00,3,1,3,1,3,2,1,1,3,0.0,0.0,1.0,1.0,2,0.0,1,1,1,1.0,2,3.0,1.0,3.0,2,1,5,0,5,3,4,1,2.0,4,0,2,5,2,1,1,1,5,2,2,1,2.0,4,0.0,1,4,2,0.0,1.0,1,0,0,1.0,0,0,2,1,1,5,1,1.0,1.0,1,2,5,3,1,4,1,0.0,1,3,7,1.0,13,10,5,0,4,1.0,3
2022-09-11 01:15:00,2,1,5,4,1,4,2,3,1,1.0,0.0,1.0,1.0,1,0.0,1,1,2,1.0,0,2.0,2.0,0.0,2,1,7,1,3,4,3,2,1.0,2,1,3,3,0,3,2,2,3,4,3,0,0.0,2,0.0,2,2,2,0.0,0.0,0,2,4,0.0,0,0,3,3,2,5,3,0.0,0.0,4,0,4,3,0,0,0,1.0,0,2,14,1.0,9,6,9,2,3,4.0,3
2022-09-11 01:30:00,0,2,1,0,2,1,3,1,1,0.0,0.0,0.0,0.0,2,1.0,3,1,1,2.0,4,0.0,1.0,1.0,0,0,3,2,2,2,0,1,1.0,1,1,2,5,1,0,2,2,0,3,0,3,1.0,4,2.0,0,1,1,1.0,6.0,1,0,5,0.0,3,3,1,4,3,4,1,1.0,0.0,2,0,2,2,2,0,1,1.0,4,1,13,1.0,6,10,4,0,4,0.0,4
2022-09-11 01:45:00,4,1,3,4,1,1,1,0,0,0.0,0.0,2.0,0.0,0,1.0,2,0,1,1.0,4,2.0,1.0,0.0,0,2,7,2,0,3,1,1,1.0,1,4,3,2,3,2,4,0,6,4,6,5,1.0,1,0.0,1,1,2,2.0,1.0,1,5,3,1.0,0,1,1,3,3,4,1,1.0,0.0,0,1,3,0,0,0,1,1.0,0,2,5,0.0,6,4,5,1,2,1.0,0
2022-09-11 02:00:00,0,0,5,0,2,1,0,0,0,0.0,0.0,2.0,0.0,1,2.0,0,0,1,1.0,3,0.0,2.0,3.0,1,1,4,1,1,3,0,4,1.0,5,3,7,5,1,0,3,0,6,4,3,1,0.0,2,1.0,2,1,0,3.0,3.0,0,0,1,0.0,4,2,3,5,2,1,2,0.0,2.0,0,2,1,1,4,0,2,0.0,0,0,10,0.0,5,5,6,0,2,2.0,2
2022-09-11 02:15:00,1,0,0,2,4,1,2,0,0,0.0,0.0,1.0,1.0,1,0.0,1,0,1,0.0,0,1.0,1.0,0.0,2,0,5,1,4,1,1,1,0.0,1,1,0,1,0,0,4,3,5,3,0,0,0.0,2,0.0,0,0,0,1.0,0.0,0,0,1,0.0,1,1,2,0,5,1,2,2.0,0.0,0,0,2,1,1,0,3,0.0,0,0,5,1.0,2,7,5,0,2,0.0,0
2022-09-11 02:30:00,0,1,1,2,1,0,0,1,1,0.0,0.0,1.0,0.0,0,1.0,0,0,0,2.0,2,2.0,0.0,0.0,1,1,1,1,1,0,2,1,1.0,1,0,2,1,0,0,0,1,3,4,2,0,3.0,2,1.0,1,1,2,0.0,1.0,0,3,4,1.0,2,6,3,1,6,2,4,2.0,1.0,0,0,2,0,0,1,2,0.0,0,2,5,0.0,1,2,3,0,2,2.0,0
2022-09-11 02:45:00,1,0,2,1,0,0,0,1,0,1.0,1.0,1.0,1.0,0,0.0,0,0,1,2.0,0,1.0,2.0,0.0,0,0,5,2,0,0,3,1,1.0,1,1,2,3,2,0,1,3,0,1,1,0,3.0,2,1.0,2,1,1,0.0,0.0,0,1,0,0.0,3,0,3,2,0,2,2,0.0,0.0,2,0,2,0,0,0,1,0.0,1,2,3,0.0,4,2,1,1,1,0.0,1
2022-09-11 03:00:00,2,0,1,1,1,1,1,1,1,0.0,1.0,1.0,1.0,0,0.0,1,1,4,2.0,2,3.0,0.0,0.0,1,1,2,2,0,4,4,1,1.0,0,1,2,2,0,1,2,1,1,1,2,2,2.0,1,1.0,2,1,1,1.0,1.0,2,0,2,0.0,3,2,3,3,0,5,1,0.0,0.0,1,0,1,0,0,0,0,0.0,0,3,6,1.0,6,5,5,0,1,0.0,2
2022-09-11 03:15:00,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0.0,1,1.0,0.0,1.0,1,1,2,4,0,1,0,2,1.0,2,0,2,0,2,0,3,2,2,5,3,1,0.0,3,1.0,3,6,1,2.0,2.0,0,2,1,0.0,1,0,0,3,2,1,3,0.0,1.0,0,0,2,0,0,0,1,1.0,0,0,3,0.0,0,3,0,1,4,1.0,0
2022-09-11 03:30:00,0,1,0,0,0,1,0,0,2,0.0,0.0,1.0,0.0,0,0.0,0,0,0,1.0,0,1.0,0.0,0.0,1,0,2,1,1,0,0,0,0.0,3,0,2,0,1,1,1,0,2,1,1,1,0.0,0,1.0,0,0,2,1.0,0.0,0,2,3,1.0,1,1,1,3,1,3,2,0.0,0.0,0,2,2,0,1,0,1,1.0,1,0,4,0.0,2,1,3,0,1,0.0,0
2022-09-11 03:45:00,0,0,1,1,2,1,0,0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,0,1.0,3,1.0,3.0,1.0,0,0,1,0,0,2,2,0,2.0,0,0,1,0,1,1,0,0,2,2,1,2,1.0,4,0.0,1,1,1,0.0,0.0,1,0,0,1.0,1,3,2,1,0,1,2,1.0,0.0,0,1,1,0,1,0,3,1.0,2,1,2,0.0,1,0,3,0,0,0.0,2
2022-09-11 04:00:00,0,0,1,1,0,1,0,1,0,1.0,1.0,1.0,0.0,0,0.0,0,0,3,0.0,0,0.0,0.0,0.0,2,0,1,0,3,0,0,0,0.0,2,1,4,1,2,1,2,0,3,2,0,0,0.0,1,0.0,2,0,0,0.0,1.0,0,0,2,1.0,2,2,2,3,0,0,5,1.0,1.0,0,0,0,2,0,0,1,0.0,0,0,2,1.0,3,4,2,1,2,2.0,1
2022-09-11 04:15:00,0,0,0,0,2,0,0,0,0,1.0,0.0,1.0,0.0,0,0.0,0,0,0,0.0,1,1.0,1.0,1.0,0,0,2,0,2,0,0,0,0.0,3,1,2,1,0,1,3,1,1,1,0,1,0.0,2,0.0,0,0,1,1.0,1.0,0,0,1,1.0,1,3,1,3,0,5,0,1.0,0.0,1,0,0,1,1,0,0,0.0,0,0,3,0.0,1,1,2,0,2,0.0,0
2022-09-11 04:30:00,0,0,1,2,3,5,1,0,0,0.0,0.0,1.0,1.0,0,0.0,0,1,0,0.0,3,0.0,1.0,0.0,0,0,1,0,2,0,3,2,0.0,2,2,1,1,1,1,1,0,0,1,1,1,3.0,0,0.0,0,1,2,1.0,1.0,0,0,1,0.0,1,0,0,2,0,0,0,1.0,0.0,1,0,2,0,1,0,1,0.0,3,2,6,1.0,3,4,3,0,5,0.0,0
2022-09-11 04:45:00,0,3,1,3,1,0,0,0,1,0.0,0.0,2.0,1.0,0,0.0,0,0,1,0.0,1,0.0,0.0,1.0,0,0,4,0,0,1,0,1,1.0,1,0,0,2,3,1,0,0,2,2,3,1,1.0,1,1.0,2,2,0,1.0,0.0,4,1,0,0.0,1,1,0,1,0,3,1,0.0,0.0,0,0,0,0,1,0,0,0.0,1,0,6,0.0,3,2,4,1,5,1.0,2
2022-09-11 05:00:00,0,1,1,1,0,3,2,1,1,1.0,0.0,1.0,0.0,0,1.0,2,1,0,0.0,1,0.0,1.0,0.0,0,1,6,1,1,0,0,2,1.0,0,0,0,2,1,1,0,1,0,1,1,0,1.0,1,2.0,2,1,0,1.0,1.0,0,0,0,0.0,0,1,0,1,0,2,2,0.0,1.0,0,1,0,0,1,1,1,0.0,2,1,5,1.0,1,5,4,0,1,1.0,0
2022-09-11 05:15:00,1,1,2,1,4,2,2,5,2,0.0,0.0,1.0,0.0,0,0.0,0,0,1,1.0,2,0.0,2.0,0.0,1,3,1,0,2,2,2,0,1.0,1,2,1,1,4,1,1,1,0,1,0,1,1.0,0,1.0,1,2,2,1.0,0.0,0,0,1,0.0,3,0,1,4,1,4,2,0.0,0.0,0,1,0,1,1,0,1,1.0,0,1,4,0.0,1,4,3,1,0,0.0,2
2022-09-11 05:30:00,0,1,0,2,3,2,2,3,0,1.0,1.0,4.0,2.0,0,1.0,1,2,0,2.0,2,0.0,3.0,1.0,0,1,3,1,1,1,3,1,0.0,0,0,2,5,2,1,1,0,1,1,2,0,1.0,1,1.0,0,0,1,0.0,0.0,2,1,1,0.0,0,1,1,0,1,2,1,0.0,0.0,1,0,0,4,1,3,2,1.0,1,2,1,1.0,2,4,5,1,5,1.0,5
2022-09-11 05:45:00,1,1,1,0,1,1,4,1,0,2.0,4.0,5.0,1.0,0,1.0,0,1,0,0.0,0,0.0,2.0,1.0,0,1,8,1,1,0,0,0,2.0,5,2,3,2,1,3,1,0,1,3,2,5,1.0,0,0.0,2,1,1,2.0,3.0,0,2,0,0.0,2,5,1,5,1,2,2,2.0,2.0,0,2,4,1,3,2,1,1.0,4,3,8,4.0,7,7,9,1,6,1.0,8
2022-09-11 06:00:00,0,2,1,0,4,2,2,5,2,1.0,0.0,7.0,1.0,0,2.0,2,2,0,4.0,4,0.0,2.0,4.0,4,0,13,1,1,4,1,1,2.0,3,0,1,1,2,0,3,0,1,1,1,1,1.0,2,0.0,1,0,4,0.0,0.0,0,1,1,0.0,2,0,1,5,1,9,3,0.0,1.0,3,0,2,2,4,4,2,1.0,10,3,14,0.0,15,18,16,6,13,6.0,12
2022-09-11 06:15:00,1,1,2,11,7,7,3,5,2,1.0,0.0,9.0,0.0,0,1.0,2,1,3,0.0,3,5.0,3.0,0.0,3,4,19,2,3,1,2,3,0.0,3,1,1,1,5,3,2,0,2,3,2,3,4.0,5,1.0,1,1,1,2.0,1.0,2,1,0,0.0,3,0,4,14,4,4,4,1.0,2.0,1,1,6,4,2,1,2,8.0,10,4,19,1.0,6,26,11,2,16,1.0,12
2022-09-11 06:30:00,0,2,4,14,5,13,6,7,2,4.0,7.0,9.0,4.0,0,2.0,6,1,5,0.0,4,3.0,2.0,4.0,5,10,12,2,0,3,3,0,0.0,3,3,1,5,4,1,0,1,6,3,6,2,3.0,2,1.0,2,1,4,2.0,0.0,3,4,1,0.0,5,1,4,18,1,2,6,1.0,4.0,1,1,8,5,4,1,2,4.0,5,7,29,4.0,11,29,19,7,20,5.0,26
2022-09-11 06:45:00,2,1,4,20,15,9,4,11,2,6.0,2.0,5.0,2.0,0,1.0,0,0,0,2.0,8,3.0,2.0,2.0,2,5,26,0,3,2,1,2,1.0,1,2,2,0,3,0,1,1,1,4,8,6,1.0,1,0.0,1,1,2,0.0,2.0,1,2,1,1.0,6,2,3,14,2,12,4,2.0,1.0,0,1,5,1,2,1,2,4.0,11,7,15,2.0,10,22,11,2,13,5.0,11
2022-09-11 07:00:00,1,1,7,12,6,10,5,11,3,1.0,4.0,11.0,5.0,0,3.0,5,3,5,1.0,5,4.0,0.0,8.0,3,8,33,0,3,0,3,2,1.0,4,0,1,1,3,2,2,2,7,0,0,2,3.0,1,2.0,0,1,3,1.0,1.0,2,2,3,1.0,4,3,3,21,0,5,9,3.0,1.0,1,0,6,1,5,1,3,5.0,12,3,21,3.0,17,24,19,3,22,3.0,13
2022-09-11 07:15:00,0,2,11,9,7,17,6,7,2,1.0,4.0,9.0,5.0,3,2.0,3,1,4,2.0,4,5.0,5.0,14.0,5,27,37,3,7,0,3,3,0.0,4,2,3,5,11,3,1,1,3,0,8,3,0.0,3,2.0,0,0,1,0.0,6.0,2,0,2,1.0,3,2,5,34,1,7,8,2.0,2.0,3,3,2,1,4,4,8,4.0,12,5,22,4.0,28,25,31,4,16,4.0,18
2022-09-11 07:30:00,3,7,31,9,16,10,10,9,12,7.0,11.0,13.0,6.0,0,4.0,6,0,5,5.0,12,9.0,2.0,5.0,6,22,56,1,12,7,8,0,3.0,5,2,2,3,3,4,2,3,5,2,3,2,3.0,1,1.0,1,3,2,4.0,7.0,4,3,3,2.0,4,1,4,39,4,16,10,2.0,2.0,2,3,6,3,7,6,5,2.0,14,8,28,2.0,28,21,29,5,16,4.0,22
2022-09-11 07:45:00,0,5,12,8,12,9,7,12,6,10.0,4.0,8.0,4.0,1,4.0,6,2,2,5.0,9,5.0,4.0,5.0,8,7,30,4,10,4,12,4,2.0,3,1,4,5,4,3,4,1,6,6,7,4,0.0,7,2.0,2,1,0,2.0,2.0,4,3,3,2.0,7,2,6,27,2,7,8,4.0,3.0,5,3,8,4,2,2,4,4.0,13,8,33,0.0,22,30,24,4,20,3.0,18
2022-09-11 08:00:00,1,2,6,11,10,17,10,8,7,9.0,2.0,13.0,8.0,1,3.0,5,2,8,6.0,9,1.0,4.0,17.0,2,37,27,8,15,7,5,9,5.0,7,2,6,3,6,3,5,1,6,8,5,2,5.0,2,2.0,4,2,1,3.0,5.0,3,2,1,1.0,3,1,9,44,0,11,16,1.0,1.0,4,4,9,6,3,2,5,2.0,19,8,30,6.0,33,38,35,8,29,11.0,25
2022-09-11 08:15:00,0,2,4,15,9,22,12,20,6,4.0,8.0,19.0,2.0,3,7.0,4,1,6,8.0,8,3.0,0.0,2.0,9,9,54,2,9,3,6,3,6.0,3,3,2,5,7,8,3,0,2,4,5,7,2.0,1,2.0,2,4,1,5.0,6.0,6,4,5,3.0,11,6,9,31,5,19,13,0.0,5.0,4,2,14,6,8,5,8,6.0,18,13,29,3.0,29,30,38,4,30,7.0,28
2022-09-11 08:30:00,4,3,10,18,29,28,15,17,10,7.0,11.0,15.0,11.0,3,6.0,6,5,9,4.0,17,3.0,6.0,35.0,12,14,97,6,16,7,11,5,5.0,6,4,9,3,5,4,2,0,8,0,11,5,5.0,4,3.0,1,6,2,4.0,3.0,8,5,7,6.0,10,3,8,64,7,28,18,8.0,1.0,2,3,6,6,7,5,2,7.0,29,14,40,2.0,32,42,45,8,31,9.0,30
2022-09-11 08:45:00,1,4,14,11,19,15,9,7,2,3.0,4.0,28.0,8.0,3,6.0,7,3,12,11.0,10,7.0,5.0,15.0,7,37,33,7,12,8,12,4,4.0,5,4,7,3,8,4,6,1,8,13,8,3,3.0,5,2.0,5,3,7,4.0,9.0,7,6,7,4.0,12,7,11,53,8,31,22,3.0,6.0,4,3,11,0,9,3,13,4.0,15,15,52,5.0,44,37,34,11,26,3.0,33
2022-09-11 09:00:00,7,8,12,13,10,8,10,5,1,9.0,8.0,17.0,3.0,3,3.0,3,5,6,6.0,23,7.0,2.0,9.0,6,7,41,2,11,5,9,11,3.0,7,5,8,6,6,2,3,2,11,5,9,8,4.0,2,3.0,1,2,8,4.0,7.0,2,4,2,6.0,12,8,7,30,6,25,23,7.0,4.0,5,8,12,5,5,4,11,3.0,21,15,61,9.0,36,60,47,2,20,5.0,30
2022-09-11 09:15:00,1,6,15,7,13,17,7,12,7,8.0,4.0,12.0,3.0,1,7.0,3,4,18,8.0,14,7.0,6.0,9.0,5,14,38,4,5,4,9,5,4.0,5,7,9,7,10,3,10,3,8,9,9,7,3.0,4,1.0,5,2,9,1.0,2.0,8,4,3,1.0,12,9,12,47,9,9,20,4.0,4.0,5,4,14,4,10,6,5,5.0,11,4,49,4.0,22,37,35,4,18,6.0,22
2022-09-11 09:30:00,4,8,10,13,9,10,8,6,4,11.0,2.0,8.0,6.0,3,5.0,6,3,11,8.0,24,8.0,8.0,1.0,11,35,36,11,6,9,6,11,2.0,10,9,9,8,14,4,5,5,8,8,14,8,8.0,9,3.0,3,5,10,6.0,8.0,4,1,7,3.0,13,7,13,74,11,31,42,9.0,12.0,5,6,8,10,10,5,8,2.0,14,10,43,4.0,34,40,32,2,17,7.0,20
2022-09-11 09:45:00,2,6,21,17,19,19,6,9,7,5.0,2.0,14.0,2.0,2,6.0,5,10,9,10.0,17,8.0,14.0,38.0,11,21,123,3,14,6,11,6,4.0,4,3,6,6,12,1,8,0,11,6,10,3,3.0,6,0.0,1,5,5,1.0,7.0,15,6,8,5.0,11,10,15,84,9,27,24,6.0,4.0,7,5,12,6,9,4,8,3.0,5,16,34,3.0,41,41,44,2,13,3.0,19
2022-09-11 10:00:00,11,6,22,14,26,20,12,11,8,10.0,5.0,12.0,0.0,5,6.0,5,6,12,9.0,15,10.0,6.0,11.0,9,41,33,3,17,9,9,11,7.0,9,7,6,11,8,6,9,4,12,7,9,9,6.0,9,3.0,4,5,6,8.0,8.0,9,9,6,2.0,15,6,13,94,13,10,32,5.0,5.0,7,4,9,5,10,5,10,4.0,13,9,60,3.0,49,54,52,5,20,4.0,24
2022-09-11 10:15:00,3,5,11,7,14,22,8,9,14,9.0,4.0,14.0,6.0,1,4.0,5,6,11,4.0,18,8.0,7.0,8.0,9,11,39,5,17,6,15,6,10.0,7,1,11,10,9,5,5,4,10,6,10,8,2.0,4,3.0,3,3,8,9.0,14.0,7,8,7,8.0,12,9,14,42,16,32,20,13.0,5.0,8,6,20,10,7,3,17,4.0,8,21,44,4.0,38,41,41,6,24,5.0,15
2022-09-11 10:30:00,6,7,15,12,15,16,6,6,13,6.0,9.0,14.0,4.0,2,0.0,8,8,10,11.0,24,11.0,11.0,16.0,9,22,65,4,19,9,17,6,8.0,10,4,12,10,17,8,6,7,9,13,16,6,7.0,6,7.0,7,7,5,7.0,11.0,9,5,4,5.0,11,12,19,85,23,22,27,7.0,9.0,3,3,15,8,7,2,17,7.0,12,15,50,2.0,54,54,45,8,22,7.0,29
2022-09-11 10:45:00,7,7,16,24,24,16,10,8,5,9.0,4.0,8.0,5.0,0,3.0,4,7,15,17.0,24,17.0,8.0,32.0,10,12,127,18,15,10,18,5,13.0,9,9,13,8,14,8,8,7,13,6,22,7,9.0,7,3.0,2,5,5,9.0,17.0,19,5,4,5.0,29,10,33,38,17,30,24,8.0,4.0,13,8,6,6,12,6,14,2.0,7,16,58,4.0,46,45,66,6,21,5.0,52
2022-09-11 11:00:00,4,4,26,18,16,24,8,7,19,4.0,9.0,14.0,5.0,5,12.0,8,10,21,12.0,24,17.0,19.0,29.0,13,46,72,6,18,14,24,17,16.0,13,12,7,10,24,15,5,6,19,13,25,4,7.0,6,3.0,5,10,2,11.0,14.0,17,7,7,10.0,30,17,28,103,36,34,41,5.0,7.0,9,7,17,14,7,1,14,6.0,6,16,70,2.0,54,58,55,8,28,6.0,33
2022-09-11 11:15:00,4,12,16,20,30,28,17,13,10,13.0,12.0,12.0,2.0,7,3.0,13,11,11,25.0,23,15.0,19.0,8.0,12,17,60,12,24,10,21,8,15.0,23,11,11,5,15,13,12,11,11,5,18,6,9.0,15,3.0,9,6,10,7.0,18.0,19,11,12,10.0,28,11,33,54,21,28,34,4.0,8.0,8,7,13,20,10,7,14,3.0,12,15,64,3.0,44,54,43,6,21,5.0,30
2022-09-11 11:30:00,6,11,25,21,19,24,16,13,11,7.0,4.0,23.0,13.0,4,3.0,17,9,14,21.0,14,8.0,14.0,5.0,6,21,59,13,37,29,30,22,11.0,19,4,19,15,21,14,8,8,22,12,31,14,3.0,17,2.0,3,2,4,13.0,14.0,17,8,12,5.0,33,9,36,82,19,34,28,10.0,12.0,7,10,17,17,14,10,11,4.0,11,18,77,5.0,68,62,77,8,27,5.0,41
2022-09-11 11:45:00,3,13,15,17,18,21,6,7,6,5.0,5.0,18.0,9.0,9,11.0,8,5,12,16.0,15,18.0,14.0,43.0,12,22,167,15,15,15,25,13,18.0,8,6,21,14,17,15,8,10,14,10,16,8,9.0,8,6.0,6,8,7,12.0,17.0,19,7,5,2.0,27,6,25,98,23,42,29,4.0,6.0,9,4,19,4,10,3,19,3.0,15,9,65,7.0,66,60,61,7,23,6.0,36
2022-09-11 12:00:00,6,10,21,19,22,25,9,11,16,4.0,7.0,22.0,5.0,7,8.0,11,8,20,15.0,29,7.0,11.0,14.0,8,49,78,9,23,12,24,9,12.0,17,9,15,19,23,10,15,5,20,14,21,9,10.0,9,4.0,0,10,10,7.0,18.0,20,4,8,6.0,25,9,28,93,35,32,41,10.0,4.0,12,13,21,10,11,7,17,4.0,16,15,59,12.0,52,43,55,8,24,10.0,26
2022-09-11 12:15:00,12,19,26,22,21,17,12,8,9,7.0,7.0,11.0,4.0,7,5.0,19,6,24,17.0,17,13.0,11.0,0.0,7,16,70,13,20,15,24,15,13.0,14,6,14,13,13,20,12,3,8,19,18,14,4.0,13,6.0,1,5,9,10.0,18.0,16,4,6,5.0,24,10,28,43,27,31,31,9.0,10.0,15,5,17,8,18,3,16,5.0,12,22,81,7.0,41,69,52,3,20,3.0,25
